customer_id,churn_probability,actual_churn,risk_decile
4482-EWFMI,0.6618,No,9
7321-VGNKU,0.6618,No,9
9237-HQITU,0.6618,Yes,9
8835-VSDSE,0.6618,Yes,9
3721-CNEYS,0.6618,Yes,9
7245-NIIWQ,0.6618,No,9
6077-BDPXA,0.6618,No,9
8413-VONUO,0.6608,Yes,9
0094-OIFMO,0.6606,Yes,9
5445-UTODQ,0.6602,Yes,9
7638-QVMVY,0.6602,Yes,9
6437-UKHMV,0.6602,Yes,9
4351-QLCSU,0.6599,Yes,9
6229-LSCKB,0.6598,No,9
5480-HPRRX,0.6598,Yes,9
6856-RAURS,0.6593,No,9
3050-GBUSH,0.6592,No,9
1379-FRVEB,0.6585,No,9
2984-AFWNC,0.6584,No,9
4210-QFJMF,0.6583,Yes,9
1251-STYSZ,0.6581,No,9
0508-OOLTO,0.658,No,9
0455-XFASS,0.658,No,9
2657-VPXTA,0.6576,No,9
5868-CZJDR,0.6574,Yes,9
6127-ISGTU,0.6574,Yes,9
7823-JSOAG,0.6573,No,9
6435-SRWBJ,0.6572,No,9
4021-RQSNY,0.6569,Yes,9
2789-HQBOU,0.6568,No,9
3891-PUQOD,0.6567,Yes,9
6127-IYJOZ,0.6567,No,9
0011-IGKFF,0.6565,Yes,9
2799-ARNLO,0.6565,No,9
8263-JQAIK,0.6562,Yes,9
4813-HQMGZ,0.656,No,9
6941-PMGEP,0.6559,Yes,9
9907-SWKKF,0.6558,Yes,9
0220-EBGCE,0.6557,Yes,9
8445-DNBAE,0.6553,No,9
0013-EXCHZ,0.6552,Yes,9
3834-XUIFC,0.6548,Yes,9
7786-WBJYI,0.6547,Yes,9
2722-JMONI,0.6546,Yes,9
1704-NRWYE,0.6544,Yes,9
2880-FPNAE,0.6544,No,9
3411-WLRSQ,0.6544,No,9
1976-CFOCS,0.6543,Yes,9
4729-XKASR,0.6541,Yes,9
9633-XQABV,0.6526,No,9
9408-SSNVZ,0.6526,Yes,9
2737-YNGYW,0.6521,Yes,9
5599-HVLTW,0.6517,No,9
1689-YQBYY,0.6512,No,9
4816-JBHOV,0.6504,Yes,9
3754-DXMRT,0.6504,Yes,9
4566-NECEV,0.6501,No,9
9095-HFAFX,0.6496,Yes,9
3957-LXOLK,0.6492,Yes,9
8087-LGYHQ,0.6491,No,9
6338-AVWCY,0.649,Yes,9
0644-OQMDK,0.649,No,9
7044-YAACC,0.649,No,9
3904-UKFRE,0.6487,No,9
2919-HBCJO,0.6486,Yes,9
8861-HGGKB,0.6481,Yes,9
8224-DWCKX,0.6474,No,9
2845-AFFTX,0.6473,Yes,9
1866-RZZQS,0.6473,Yes,9
6680-WKXRZ,0.6467,Yes,9
2080-CAZNM,0.6467,No,9
3334-CTHOL,0.6466,Yes,9
6583-KQJLK,0.6466,No,9
2107-FBPTK,0.646,No,9
9134-CEQMF,0.646,Yes,9
4236-XPXAV,0.646,Yes,9
0187-QSXOE,0.646,No,9
1254-IZEYF,0.646,Yes,9
6543-XRMYR,0.646,Yes,9
4559-UWIHT,0.6458,No,9
3934-HXCFZ,0.6442,Yes,9
0420-HLGXF,0.6442,No,9
3751-KTZEL,0.6439,Yes,9
2386-LAHRK,0.6437,Yes,9
6393-WRYZE,0.6433,Yes,9
4853-OITSN,0.643,No,9
2209-XADXF,0.6426,No,9
9752-ZNQUT,0.6424,No,9
6595-YGXIT,0.6421,Yes,9
8903-XEBGX,0.642,No,9
1583-IHQZE,0.6418,Yes,9
4236-UJPWO,0.6417,No,9
0325-XBFAC,0.6411,Yes,9
4855-SNKMY,0.64,Yes,9
1867-BDVFH,0.64,Yes,9
8356-WUAOJ,0.64,No,9
7218-HKQFK,0.6398,Yes,9
7321-PKUYW,0.6397,Yes,9
3001-UNBTL,0.6389,No,9
4884-ZTHVF,0.6384,No,9
6366-ZGQGL,0.6378,Yes,9
8699-ASUFO,0.6378,Yes,9
5168-MSWXT,0.6372,No,9
7209-JCUDS,0.6369,Yes,9
0337-CNPZE,0.6366,Yes,9
6260-ONULR,0.6355,No,9
9253-QXKBE,0.6351,Yes,9
2809-ZMYOQ,0.6349,No,9
4317-VTEOA,0.6343,Yes,9
3538-WZPHD,0.6343,Yes,9
0302-JOIVN,0.6343,Yes,9
9741-YLNTD,0.6339,No,9
4289-DTDKW,0.6334,Yes,9
9851-QXEEQ,0.6334,Yes,9
5047-LHVLY,0.6333,Yes,9
7072-MBHEV,0.6329,No,9
4817-VYYWS,0.6327,Yes,9
2154-KVJFF,0.6324,Yes,9
5520-FVEWJ,0.6315,Yes,9
5244-IRFIH,0.6314,Yes,9
8063-GBATB,0.6309,Yes,9
0224-RLWWD,0.6308,No,9
2897-DOVND,0.6307,No,9
9717-QEBGU,0.6307,No,9
3750-CKVKH,0.6307,Yes,9
7379-POKDZ,0.6307,Yes,9
9402-ORRAH,0.6298,No,9
8875-AKBYH,0.6298,No,9
6029-WTIPC,0.6296,Yes,9
7028-DVOIQ,0.6296,Yes,9
4958-XCBDQ,0.6296,Yes,9
6851-WEFYX,0.6296,No,9
6275-YDUVO,0.6296,Yes,9
0023-XUOPT,0.6286,Yes,9
0685-MLYYM,0.6286,Yes,9
7912-SYRQT,0.6284,Yes,9
2645-QTLMB,0.6282,Yes,9
7142-HVGBG,0.6279,Yes,9
8374-XGEJJ,0.6279,Yes,9
2135-DQWAQ,0.6277,No,9
2761-OCIAX,0.6273,Yes,9
0875-CABNR,0.6271,Yes,9
2460-NGXBJ,0.627,No,9
9367-WXLCH,0.6268,Yes,9
6198-ZFIOJ,0.6266,No,9
9250-WYPLL,0.6266,Yes,9
8648-PFRMP,0.6266,No,9
4059-IIEBK,0.6261,No,9
6692-UDPJC,0.6259,Yes,9
7065-YUNRY,0.6257,Yes,9
5692-FPTAH,0.6257,Yes,9
5923-GXUOC,0.6257,Yes,9
3627-FHKBK,0.6257,Yes,9
2275-RBYQS,0.6257,No,9
6629-CZTTH,0.6256,Yes,9
9647-ERGBE,0.6254,Yes,9
6087-MVHJH,0.6252,Yes,9
4636-QRJKY,0.6246,Yes,9
7598-UAASY,0.6246,Yes,9
7571-YXDAD,0.6242,Yes,9
8709-KRDVL,0.6236,No,9
5219-YIPTK,0.6236,Yes,9
0168-XZKBB,0.6234,No,9
5366-IJEQJ,0.6234,Yes,9
0345-HKJVM,0.6233,Yes,9
6502-HCJTI,0.6231,Yes,9
8734-DKSTZ,0.6221,No,9
2969-QWUBZ,0.6221,No,9
1636-NTNCO,0.6218,No,9
9239-ZBZZV,0.6218,Yes,9
8993-PHFWD,0.6214,Yes,9
4112-LUEIZ,0.6213,Yes,9
2568-BRGYX,0.6211,Yes,9
7240-ETPTR,0.6205,Yes,9
6110-OHIHY,0.6205,Yes,9
7825-GKXMW,0.6202,Yes,9
1612-EOHDH,0.6202,Yes,9
0940-OUQEC,0.6198,Yes,9
2026-TGDHM,0.6198,Yes,9
4547-KQRTM,0.6198,Yes,9
9572-WUKSB,0.6197,No,9
3317-HRTNN,0.6197,Yes,9
6432-TWQLB,0.6195,Yes,9
5685-IIXLY,0.6195,Yes,9
4910-AQFFX,0.6192,Yes,9
4123-DVHPH,0.6192,No,9
3254-YRILK,0.6189,Yes,9
6918-UMQCG,0.6187,No,9
3926-CUQZX,0.6185,Yes,9
5729-KLZAR,0.6184,Yes,9
2439-LYPMQ,0.6184,No,9
0923-PNFUB,0.6179,Yes,9
6185-TASNN,0.6179,No,9
8080-DDEMJ,0.6179,Yes,9
4706-DGAHW,0.6179,No,9
3138-BKYAV,0.6177,Yes,9
2379-ENZGV,0.6177,Yes,9
9846-GKXAS,0.6175,Yes,9
2774-LVQUS,0.6175,Yes,9
3346-BRMIS,0.6174,Yes,9
9743-DQKQW,0.6171,No,9
0004-TLHLJ,0.617,Yes,9
8064-RAVOH,0.6168,No,9
4315-MURBD,0.6167,Yes,9
3376-BMGFE,0.6165,Yes,9
2592-SEIFQ,0.6164,Yes,9
7831-QGOXH,0.6163,Yes,9
6331-EWIEB,0.6163,Yes,9
2568-OIADY,0.6161,Yes,9
8397-MVTAZ,0.6161,Yes,9
0939-YAPAF,0.6161,Yes,9
6116-RFVHN,0.6161,No,9
8519-IMDHU,0.6158,Yes,9
1723-HKXJQ,0.6158,Yes,9
1746-TGTWV,0.6157,No,9
9696-RMYBA,0.6147,No,9
4009-ALQFH,0.6146,Yes,9
0018-NYROU,0.6143,No,9
8714-CTZJW,0.6142,No,9
4633-MKHYU,0.6142,No,9
6376-GAHQE,0.6141,Yes,9
9912-GVSEQ,0.6141,Yes,9
5949-XIKAE,0.6135,Yes,9
1184-PJVDB,0.6135,Yes,9
2424-WVHPL,0.6131,No,9
0947-IDHRQ,0.6129,Yes,9
5609-CEBID,0.6125,Yes,9
5216-WASFJ,0.612,No,9
5117-IFGPS,0.612,No,9
9606-PBKBQ,0.612,Yes,9
9638-JIQYA,0.6119,No,9
6689-TCZHQ,0.6119,Yes,9
8739-WWKDU,0.6118,Yes,9
9658-WYUFB,0.6116,Yes,9
7861-UVUFT,0.6099,Yes,9
4919-IKATY,0.6095,Yes,9
8650-RHRKE,0.6093,Yes,9
1195-OIYEJ,0.6093,Yes,9
6100-QQHEB,0.6087,Yes,9
4395-PZMSN,0.6086,No,9
4598-XLKNJ,0.6086,Yes,9
4277-PVRAN,0.6083,Yes,9
7156-MHUGY,0.6083,Yes,9
6496-JDSSB,0.6083,No,9
8705-WZCYL,0.6081,No,9
4361-JEIVL,0.6081,Yes,9
2058-DCJBE,0.6081,Yes,9
4373-VVHQL,0.6081,No,9
5380-WJKOV,0.608,Yes,9
0689-NKYLF,0.608,Yes,9
4439-JMPMT,0.6077,Yes,9
8642-GVWRF,0.6074,Yes,9
5868-YWPDW,0.607,Yes,9
2081-VEYEH,0.6068,No,9
1508-DFXCU,0.6065,No,9
2235-DWLJU,0.6064,No,9
6330-JKLPC,0.6062,Yes,9
3672-YITQD,0.6053,Yes,9
1666-JXLKU,0.6053,No,9
2103-ZRXFN,0.605,No,9
1641-RQDAY,0.6049,No,9
9801-GDWGV,0.6047,Yes,9
6907-NZZIJ,0.6047,Yes,9
9054-FOWNV,0.6046,No,9
0872-NXJYS,0.6041,Yes,9
7363-QTBIW,0.6041,No,9
4854-CIDCF,0.6039,No,9
2398-YPMUR,0.6038,Yes,9
7511-YMXVQ,0.6033,Yes,9
3797-FKOGQ,0.6027,No,9
9600-NAXZN,0.6026,Yes,9
5960-MVTUK,0.6025,No,9
9189-JWSHV,0.6024,Yes,9
7783-YKGDV,0.6021,Yes,9
7279-BUYWN,0.6016,Yes,9
9637-EIHEQ,0.6014,Yes,9
2468-SJFLM,0.6014,No,9
4678-DVQEO,0.6014,Yes,9
6400-BWQKW,0.6011,Yes,9
0196-JTUQI,0.6007,No,9
7029-RPUAV,0.6006,Yes,9
5947-SGKCL,0.6004,No,9
7668-XCFYV,0.6001,No,9
5442-BHQNG,0.6001,No,9
6993-OHLXR,0.6001,Yes,9
7538-GWHML,0.6001,Yes,9
9576-ANLXO,0.6,Yes,9
7394-FKDNK,0.6,Yes,9
4817-QRJSX,0.5999,Yes,9
4441-NIHPT,0.5997,Yes,9
6833-JMZYP,0.5994,No,9
4770-UEZOX,0.5988,No,9
8922-LIEGH,0.5988,Yes,9
4030-VPZBD,0.5987,Yes,9
6645-MXQJT,0.5979,No,9
8443-WVPSS,0.5979,Yes,9
3097-NNSPB,0.5977,Yes,9
3588-WSTTJ,0.5976,No,9
4749-VFKVB,0.5976,Yes,9
0928-XUTSN,0.5971,No,9
6317-YPKDH,0.5971,Yes,9
0988-JRWWP,0.597,No,9
5908-QMGOE,0.5968,Yes,9
4629-NRXKX,0.596,Yes,9
9588-OZDMQ,0.5959,No,9
7048-GXDAY,0.5959,No,9
5405-ZMYXQ,0.595,No,9
5650-VDUDS,0.5945,Yes,9
2688-BHGOG,0.5944,No,9
8225-BTJAU,0.5944,Yes,9
7137-RYLPP,0.5943,Yes,9
0576-WNXXC,0.5937,Yes,9
8873-GLDMH,0.5935,No,9
9895-VFOXH,0.5934,No,9
8260-NGFNY,0.5934,Yes,9
9117-SHLZX,0.5933,Yes,9
5133-POWUA,0.5933,No,9
5696-QURRL,0.5933,Yes,9
1660-HSOOQ,0.5933,Yes,9
3566-HJGPK,0.5933,No,9
4237-RLAQD,0.5933,Yes,9
3165-HDOEW,0.5933,Yes,9
0887-HJGAR,0.5933,Yes,9
2034-CGRHZ,0.5933,Yes,9
4299-SIMNS,0.5933,No,9
0067-DKWBL,0.5932,Yes,9
3629-ZNKXA,0.5921,No,9
2905-KFQUV,0.5915,No,9
2608-BHKFN,0.5915,Yes,9
5119-NZPTV,0.5913,No,9
2685-SREOM,0.5912,Yes,9
2754-XBHTB,0.591,Yes,9
2983-ZANRP,0.5904,Yes,9
1196-AMORA,0.5903,Yes,9
4283-FUTGF,0.5898,Yes,9
5130-IEKQT,0.5898,Yes,9
6907-FLBER,0.5894,No,9
3737-GCSPV,0.5891,Yes,9
2232-DMLXU,0.5888,Yes,9
9992-RRAMN,0.5887,Yes,9
6005-OBZPH,0.5887,Yes,9
2985-FMWYF,0.5885,No,9
2371-JQHZZ,0.5885,No,9
3439-GVUSX,0.5884,No,9
6158-HDPXZ,0.5884,No,9
3223-WZWJM,0.5883,Yes,9
7379-FNIUJ,0.5883,No,9
3318-OSATS,0.588,Yes,9
6899-PPEEA,0.588,Yes,9
2951-QOQTK,0.5879,Yes,9
3317-VLGQT,0.5876,No,9
9391-EOYLI,0.5873,Yes,9
6088-BXMRG,0.5865,No,9
0793-TWELN,0.5864,No,9
8104-OSKWT,0.5862,No,9
8637-XJIVR,0.5862,Yes,9
0432-CAJZV,0.5859,No,9
9661-ACXBS,0.5858,Yes,9
0772-GYEQQ,0.5854,Yes,9
7952-OBOYL,0.5854,No,9
5759-RCVCB,0.5844,Yes,9
8687-BAFGU,0.5842,No,9
6900-PXRMS,0.5836,Yes,9
9840-DVNDC,0.5835,Yes,9
0027-KWYKW,0.5834,No,9
2397-BRLOM,0.5832,Yes,9
4480-QQRHC,0.5831,No,9
4846-WHAFZ,0.5831,Yes,9
2057-ZBLPD,0.5828,Yes,9
2800-VEQXM,0.5828,No,9
7734-DBOAI,0.5827,Yes,9
0125-LZQXK,0.5827,Yes,9
5552-ZNFSJ,0.5826,Yes,9
1963-SVUCV,0.5826,Yes,9
7359-PTSXY,0.5826,Yes,9
8665-UTDHZ,0.5823,Yes,9
5628-FCGYG,0.5819,No,9
7442-YGZFK,0.5818,No,9
5652-MSDEY,0.5817,No,9
8325-QRPZR,0.5816,No,9
4822-YCXMX,0.5814,Yes,9
1112-CUNAO,0.5806,Yes,9
4301-VVZKA,0.5805,No,9
6352-TWCAU,0.5803,Yes,9
4193-ORFCL,0.58,Yes,9
4716-HHKQH,0.5797,No,9
5351-QESIO,0.5791,No,9
9420-LOJKX,0.5788,Yes,9
9102-IAYHT,0.5788,Yes,9
4537-DKTAL,0.5785,No,9
7250-EQKIY,0.5785,Yes,9
6876-ADESB,0.5784,Yes,9
0306-JAELE,0.5783,Yes,9
8621-MNIHH,0.578,Yes,9
5288-AHOUP,0.5777,No,9
6048-QBXKL,0.5776,No,9
0265-EDXBD,0.577,Yes,9
8696-JKZNU,0.577,Yes,9
6986-IXNDM,0.577,No,9
8695-ARGXZ,0.577,No,9
1104-TNLZA,0.5769,No,9
3951-NJCVI,0.5769,No,9
7517-LDMPS,0.5768,No,9
1268-ASBGA,0.5767,Yes,9
1077-HUUJM,0.5759,No,9
2575-GFSOE,0.5759,Yes,9
5701-YVSVF,0.5757,No,9
0362-ZBZWJ,0.5756,Yes,9
0524-IAVZO,0.5756,Yes,9
1766-GKNMI,0.5756,No,9
2362-IBOOY,0.5756,Yes,9
7005-CCBKV,0.5747,Yes,9
2933-FILNV,0.5747,Yes,9
0480-BIXDE,0.5746,No,9
2114-MGINA,0.5744,Yes,9
8118-TJAFG,0.5744,No,9
8266-VBFQL,0.5743,No,9
1771-OADNZ,0.5742,Yes,9
0396-YCHWO,0.574,No,9
2815-CPTUL,0.5735,Yes,9
7534-BFESC,0.5734,Yes,9
1866-OBPNR,0.5733,No,9
8017-LXHFA,0.573,Yes,9
6402-ZFPPI,0.573,Yes,9
8676-TRMJS,0.5728,Yes,9
5365-LLFYV,0.5723,No,9
0771-WLCLA,0.5722,No,9
4631-OACRM,0.5722,Yes,9
3908-BLSYF,0.5722,Yes,9
6715-OFDBP,0.5719,Yes,9
1016-DJTSV,0.5714,No,9
3999-QGRJH,0.5714,Yes,9
2656-FMOKZ,0.5712,Yes,9
2408-WITXK,0.5711,Yes,9
4412-YLTKF,0.5711,Yes,9
8337-MSSXB,0.5709,Yes,9
7206-PQBBZ,0.5708,No,9
4398-HSCJH,0.5708,Yes,9
9121-PHQSR,0.5708,No,9
9058-MJLZC,0.5706,No,9
2959-FENLU,0.5704,No,9
5879-SESNB,0.5701,No,9
4484-CGXFK,0.5698,Yes,9
2038-OEQZH,0.5696,No,9
1010-DIAUQ,0.5696,Yes,9
5934-RMPOV,0.5693,No,9
6347-DCUIK,0.5693,Yes,9
4763-PGDPO,0.5689,Yes,9
5022-KVDQT,0.5688,No,9
2249-YPRNG,0.5688,Yes,9
3550-SAHFP,0.5687,Yes,9
1597-LHYNC,0.5681,Yes,9
8708-XPXHZ,0.5678,Yes,9
6242-MBHPK,0.5675,No,9
3413-BMNZE,0.5674,No,9
6101-IMRMM,0.567,Yes,9
0529-ONKER,0.5665,Yes,9
2538-OIMXF,0.566,No,9
3427-GGZZI,0.5657,No,9
9494-MRNYX,0.5656,No,9
7278-CKDNC,0.5655,No,9
6818-DJXAA,0.5654,No,9
3966-HRMZA,0.5638,No,9
3420-ZDBMA,0.5636,No,9
6267-DCFFZ,0.5631,No,9
5692-ICXLW,0.5631,No,9
3453-RTHJQ,0.563,No,9
5940-NFXKV,0.5624,Yes,9
7326-RIGQZ,0.5622,No,9
1589-AGTLK,0.5617,Yes,9
6000-APYLU,0.5617,Yes,9
4662-EKDPQ,0.5615,Yes,9
5968-VXZLG,0.5615,No,9
6705-LXORM,0.5614,No,9
7603-USHJS,0.5602,Yes,9
4039-HEUNW,0.5602,Yes,9
6689-KXGBO,0.5601,Yes,9
0115-TFERT,0.5601,Yes,9
3223-DWFIO,0.5599,No,9
3070-DVEYC,0.559,Yes,9
2626-URJFX,0.5587,Yes,9
7729-JTEEC,0.5586,No,9
4847-QNOKA,0.5585,Yes,9
6142-VSJQO,0.5585,Yes,9
2694-CIUMO,0.5583,No,9
8008-HAWED,0.558,Yes,9
4572-DVCGN,0.5577,Yes,9
0886-QGENL,0.5577,Yes,9
8878-HMWBV,0.5574,Yes,9
0378-TOVMS,0.5574,Yes,9
7377-DMMRI,0.5572,Yes,9
4385-GZQXV,0.5571,Yes,9
3640-PHQXK,0.557,Yes,9
8429-XIBUM,0.5569,Yes,9
5091-HFAZW,0.5567,No,9
9279-CJEOJ,0.5564,No,9
5712-PTIWW,0.5562,Yes,9
6178-KFNHS,0.5558,Yes,9
1918-ZBFQJ,0.5557,Yes,9
9625-QSTYE,0.5557,Yes,9
1989-PRJHP,0.5555,Yes,9
0330-IVZHA,0.5554,Yes,9
5228-EXCET,0.5545,Yes,9
2824-MYYBN,0.5545,No,9
8035-PWSEV,0.5542,No,9
0447-RXSGD,0.5542,No,9
4325-NFSKC,0.554,Yes,9
8132-YPVBX,0.5538,No,9
0818-OCPZO,0.5534,Yes,9
4690-PKDQG,0.5531,No,9
8999-BOHSE,0.5528,Yes,9
3748-FVMZZ,0.5523,No,9
8617-ENBDS,0.5522,No,9
4450-DLLMH,0.5522,No,9
4423-YLHDV,0.5522,Yes,9
8844-TONUD,0.5522,Yes,9
2472-OVKUP,0.5514,Yes,9
9560-ARGQJ,0.551,Yes,9
8981-FJGLA,0.5504,No,9
8903-WMRNW,0.5502,No,9
2665-NPTGL,0.5502,No,9
9643-AVVWI,0.5502,No,9
6923-JHPMP,0.5501,No,9
6595-COKXZ,0.5498,Yes,9
9214-EKVXR,0.5498,No,9
2357-COQEK,0.5497,Yes,9
1751-NCDLI,0.5496,No,9
4433-JCGCG,0.5496,Yes,9
5442-XSDCW,0.549,Yes,9
9465-RWMXL,0.549,Yes,9
0876-WDUUZ,0.5488,Yes,9
5399-ZIMKF,0.5485,No,9
1792-UXAFY,0.5483,Yes,9
1475-VWVDO,0.5482,No,9
4686-UXDML,0.5477,No,9
4373-MAVJG,0.5475,Yes,9
5027-QPKTE,0.5466,Yes,9
4291-SHSBH,0.5466,No,9
7480-QNVZJ,0.5465,Yes,9
5655-JSMZM,0.5465,Yes,9
5669-SRAIP,0.5461,Yes,9
3001-CBHLQ,0.546,Yes,9
9692-TUSXH,0.5456,Yes,9
3798-EPWRR,0.5456,No,9
6778-YSNIH,0.5456,No,9
7892-POOKP,0.5456,Yes,9
0207-MDKNV,0.5456,Yes,9
0620-DLSLK,0.5455,No,9
7703-ZEKEF,0.5453,Yes,9
3278-FSIXX,0.5451,No,9
1478-VPOAD,0.5444,No,9
1028-FFNJK,0.5442,No,9
7402-EYFXX,0.5442,No,9
2979-SXESE,0.544,Yes,9
6047-YHPVI,0.5437,Yes,9
3658-KIBGF,0.5434,Yes,9
9133-AYJZG,0.5434,No,9
0225-ZORZP,0.5427,No,9
9763-PDTKK,0.5423,Yes,9
2082-OJVTK,0.5422,Yes,9
6166-ILMNY,0.5421,Yes,9
4512-ZUIYL,0.5421,Yes,9
8485-GJCDN,0.542,Yes,9
8720-RQSBJ,0.5419,No,9
9773-PEQBZ,0.5414,No,9
3565-UNOCC,0.5407,Yes,9
8404-GFGCZ,0.5405,No,9
7159-FVYPK,0.5403,No,9
3946-MHCZW,0.5398,Yes,9
8182-BJDSI,0.5398,Yes,9
0322-CHQRU,0.5398,Yes,9
9821-POOTN,0.5397,Yes,9
9191-MYQKX,0.539,Yes,9
4505-EXZHB,0.5383,Yes,9
8270-RKSAP,0.5383,No,9
5976-JCJRH,0.5383,Yes,9
6379-RXJRQ,0.5383,Yes,9
2482-CZGBB,0.5383,Yes,9
0952-KMEEH,0.5383,Yes,9
1907-UBQFC,0.5381,Yes,9
3488-PGMQJ,0.5381,Yes,9
9506-UXUSK,0.5377,No,9
9885-AIBVB,0.5375,No,9
1262-OPMFY,0.5374,Yes,9
8063-RJYNF,0.5373,Yes,9
2018-PZKMU,0.5371,No,9
4659-NZRUF,0.5368,Yes,9
6103-BOCOU,0.5368,No,9
6834-NXDCA,0.5365,Yes,9
4919-MOAVT,0.5361,Yes,9
3858-VOBET,0.536,Yes,9
5087-SUURX,0.5357,Yes,9
7284-BUYEC,0.5357,No,9
8854-CCVSQ,0.5355,Yes,9
5271-DBYSJ,0.5355,No,9
6298-QDFNH,0.5355,Yes,9
3744-ZRRDZ,0.5355,Yes,9
5832-XKAES,0.535,Yes,9
3365-SAIGS,0.535,No,9
8634-MPHTR,0.5343,Yes,9
6339-YPSAH,0.5341,No,9
2603-HVKCG,0.5339,No,9
8180-AKMJV,0.5337,No,9
2792-LSHWX,0.5337,No,9
8818-DOPVL,0.5337,No,9
6906-ANDWJ,0.5335,Yes,9
9889-TMAHG,0.5333,Yes,9
5364-XYIRR,0.5331,Yes,9
7470-MCQTK,0.5331,Yes,9
0623-GDISB,0.5326,No,9
7389-KBFIT,0.5323,No,9
4029-HPFVY,0.5321,No,9
4983-CCWMC,0.5321,No,9
8120-JDCAM,0.5321,No,9
5650-YLIBA,0.5317,No,9
6518-LGAOV,0.5317,Yes,9
8819-IMISP,0.5317,No,9
3716-UVSPD,0.5315,No,9
8276-MQBYC,0.5311,Yes,9
4727-MCYZG,0.5309,No,9
1932-UEDCX,0.5308,No,9
6204-IEUXJ,0.5306,Yes,9
2582-FFFZR,0.5303,No,9
3496-LFSZU,0.5301,No,9
1845-ZLLIG,0.5298,No,9
5899-MQZZL,0.5297,Yes,9
9129-UXERG,0.5297,No,9
7841-TZDMQ,0.5295,Yes,9
0817-HSUSE,0.5294,No,9
5649-ANRML,0.5294,Yes,9
6080-TCMYC,0.5293,No,9
0727-IWKVK,0.5292,Yes,9
3143-JQEGI,0.5287,Yes,9
7881-EVUAD,0.5285,Yes,9
8481-YYXWG,0.5281,Yes,9
2359-KMGLI,0.528,Yes,9
4816-LXZYW,0.528,Yes,9
1658-TJVOA,0.5274,No,9
0654-HMSHN,0.527,Yes,9
5204-QZXPU,0.5268,Yes,9
0388-EOPEX,0.5266,Yes,9
5630-IXDXV,0.5259,No,9
4077-CROMM,0.5259,Yes,9
8938-UMKPI,0.5259,Yes,9
7426-RHZGU,0.5259,No,9
0491-KAPQG,0.5255,No,9
7801-KICAO,0.5255,No,9
9903-LYSAB,0.5255,No,9
4873-ILOLJ,0.5248,Yes,9
3669-LVWZB,0.5247,Yes,9
6650-VJONK,0.5247,No,9
3961-SXAXY,0.5247,No,9
3088-LHEFH,0.5247,No,9
1730-ZMAME,0.5246,No,9
0258-NOKBL,0.5245,No,9
4124-MMETB,0.5244,Yes,9
1891-UAWWU,0.5243,Yes,9
8290-YWKHZ,0.5242,Yes,9
4369-HTUIF,0.5241,Yes,9
8364-TRMMK,0.5234,Yes,9
0148-DCDOS,0.5233,Yes,9
5896-NPFWW,0.5233,Yes,9
0434-CSFON,0.5231,No,9
9274-UARKJ,0.523,No,9
8837-VVWLQ,0.5229,Yes,9
2080-GKCWQ,0.5226,No,9
2049-BAFNW,0.5225,No,9
3384-CTMSF,0.5225,No,9
6656-JWRQX,0.5225,No,9
2091-RFFBA,0.5223,Yes,9
9283-LZQOH,0.5222,Yes,9
9947-OTFQU,0.5221,Yes,9
9710-ZUSHQ,0.5219,Yes,9
5364-EVNIB,0.5219,Yes,9
9415-DPEWS,0.5216,Yes,9
5647-FXOTP,0.5216,No,9
4521-YEEHE,0.5216,No,9
2831-EBWRN,0.5215,No,9
1406-PUQVY,0.5214,No,9
5747-PMBSQ,0.5212,Yes,9
2207-NHRJK,0.5211,Yes,9
7748-UMTRK,0.5205,No,9
1513-XNPPH,0.5203,Yes,9
6212-ATMLK,0.5199,No,9
5980-NOPLP,0.5199,Yes,9
8393-DLHGA,0.5196,Yes,9
3374-LXDEV,0.5193,Yes,9
7508-SMHXL,0.5188,No,9
9208-OLGAQ,0.5187,No,9
2506-CLAKW,0.5186,Yes,9
7020-OZKXZ,0.5184,No,9
7754-IXRMC,0.5183,No,8
6582-OIVSP,0.5183,No,8
7054-LGEQW,0.5183,Yes,8
5103-MHMHY,0.5183,Yes,8
2474-BRUCM,0.5183,Yes,8
7252-NTGSS,0.5183,No,8
7928-VJYAB,0.518,No,8
3753-TSEMP,0.5175,Yes,8
3990-QYKBE,0.5174,Yes,8
4065-JJAVA,0.5172,No,8
2041-JIJCI,0.5164,No,8
3995-WFCSM,0.5164,No,8
9699-UBQFS,0.5164,No,8
2325-NBPZG,0.5164,No,8
8710-YGLWG,0.5159,No,8
0082-LDZUE,0.5159,No,8
8950-MTZNV,0.5159,No,8
7663-RGWBC,0.5159,Yes,8
5605-IYGFG,0.5158,No,8
5044-LRQAQ,0.5158,No,8
9490-DFPMD,0.5156,Yes,8
3757-NJYBX,0.5156,Yes,8
6507-ZJSUR,0.5153,No,8
5606-AMZBO,0.515,No,8
7794-JASDG,0.515,No,8
6888-SBYAI,0.515,No,8
6712-OAWRH,0.5148,Yes,8
5931-FLJJF,0.5144,Yes,8
3315-TOTBP,0.5142,Yes,8
9631-XEYKE,0.5142,No,8
8436-BJUMM,0.5138,Yes,8
3932-CMDTD,0.5138,Yes,8
5804-HYIEZ,0.5137,No,8
8020-BWHYL,0.5136,Yes,8
9851-KIELU,0.5132,Yes,8
7339-POGZN,0.5132,No,8
6661-HBGWL,0.5128,Yes,8
6551-GNYDG,0.5125,No,8
0032-PGELS,0.5121,Yes,8
