customerID,churn_probability,actual_churn,risk_decile
4559-UWIHT,0.6641,No,9
5382-SOYZL,0.6637,No,9
3420-YJLQT,0.6637,No,9
9837-BMCLM,0.6635,Yes,9
0746-JTRFU,0.6632,Yes,9
7029-RPUAV,0.6631,Yes,9
6168-WFVVF,0.663,Yes,9
2055-PDADH,0.663,Yes,9
1251-STYSZ,0.6629,No,9
5868-YWPDW,0.6626,Yes,9
9822-OAOVB,0.6624,No,9
3063-QFSZL,0.6624,Yes,9
8010-EZLOU,0.6624,Yes,9
5909-ECHUI,0.6624,Yes,9
8642-GVWRF,0.661,Yes,9
4806-KEXQR,0.6599,Yes,9
4566-NECEV,0.6596,No,9
5480-HPRRX,0.6595,Yes,9
9095-HFAFX,0.6593,Yes,9
9436-ZBZCT,0.6593,Yes,9
3841-CONLJ,0.6586,No,9
2025-JKFWI,0.6585,Yes,9
6127-ISGTU,0.6584,Yes,9
6608-QQLVK,0.6567,Yes,9
3855-ONCAR,0.6565,No,9
3096-GKWEB,0.6557,No,9
5955-ERIHD,0.6557,Yes,9
7242-QZLXF,0.6552,Yes,9
2862-PFNIK,0.6552,No,9
2789-HQBOU,0.6551,No,9
8107-KNCIM,0.655,No,9
1195-OIYEJ,0.655,Yes,9
6077-BDPXA,0.6546,No,9
7511-YMXVQ,0.6545,Yes,9
1078-TDCRN,0.6541,No,9
4633-MKHYU,0.6537,No,9
9846-GKXAS,0.6537,Yes,9
3411-WLRSQ,0.6534,No,9
2235-DWLJU,0.6534,No,9
9696-RMYBA,0.6531,No,9
9919-KNPOO,0.6528,No,9
2799-ARNLO,0.6527,No,9
6338-AVWCY,0.652,Yes,9
1184-PJVDB,0.652,Yes,9
5520-FVEWJ,0.6518,Yes,9
2815-CPTUL,0.6517,Yes,9
7156-MHUGY,0.6514,Yes,9
0644-OQMDK,0.6511,No,9
7823-JSOAG,0.6511,No,9
7044-YAACC,0.6511,No,9
6393-WRYZE,0.6504,Yes,9
1866-RZZQS,0.6501,Yes,9
2845-AFFTX,0.6501,Yes,9
0685-MLYYM,0.6498,Yes,9
9734-UYXQI,0.6497,Yes,9
8734-DKSTZ,0.6496,No,9
9408-SSNVZ,0.6491,Yes,9
8648-PFRMP,0.6491,No,9
4450-DLLMH,0.6484,No,9
5832-XKAES,0.6484,Yes,9
1024-VRZHF,0.6483,Yes,9
6185-TASNN,0.648,No,9
2026-TGDHM,0.6479,Yes,9
1010-DIAUQ,0.6477,Yes,9
5949-XIKAE,0.6473,Yes,9
6595-YGXIT,0.6469,Yes,9
3001-UNBTL,0.6466,No,9
0772-GYEQQ,0.6463,Yes,9
7028-DVOIQ,0.6461,Yes,9
6851-WEFYX,0.6461,No,9
6029-WTIPC,0.6461,Yes,9
4958-XCBDQ,0.6461,Yes,9
0455-XFASS,0.646,No,9
6821-BUXUX,0.6457,Yes,9
7625-XCQRH,0.6455,Yes,9
5923-GXUOC,0.6455,Yes,9
0004-TLHLJ,0.6453,Yes,9
2424-WVHPL,0.6452,No,9
5119-NZPTV,0.6452,No,9
1309-BXVOQ,0.6451,Yes,9
8356-WUAOJ,0.645,No,9
0506-LVNGN,0.6449,Yes,9
8873-GLDMH,0.6446,No,9
9633-XQABV,0.6443,No,9
7198-GLXTC,0.6442,Yes,9
8080-DDEMJ,0.644,Yes,9
4706-DGAHW,0.644,No,9
7005-CCBKV,0.6439,Yes,9
4439-JMPMT,0.6436,Yes,9
0689-NKYLF,0.6435,Yes,9
5501-TVMGM,0.6431,No,9
3583-EKAPL,0.6431,Yes,9
3376-BMGFE,0.6428,Yes,9
8634-MPHTR,0.6427,Yes,9
8183-ONMXC,0.6427,Yes,9
4433-JCGCG,0.6427,Yes,9
2737-YNGYW,0.6427,Yes,9
2472-OVKUP,0.6425,Yes,9
7783-YKGDV,0.6417,Yes,9
4059-IIEBK,0.6417,No,9
6087-MVHJH,0.6414,Yes,9
7952-OBOYL,0.6414,No,9
7912-SYRQT,0.641,Yes,9
7245-NIIWQ,0.6408,No,9
2154-KVJFF,0.6408,Yes,9
0135-NMXAP,0.64,Yes,9
2919-HBCJO,0.6393,Yes,9
2984-MIIZL,0.639,Yes,9
9840-DVNDC,0.6387,Yes,9
4349-GFQHK,0.6383,Yes,9
2371-JQHZZ,0.6376,No,9
7571-YXDAD,0.6373,Yes,9
1565-RHDJD,0.6366,Yes,9
0793-TWELN,0.6362,No,9
1751-NCDLI,0.6357,No,9
8739-WWKDU,0.6355,Yes,9
3663-MITLP,0.6347,Yes,9
9576-ANLXO,0.6344,Yes,9
9253-QXKBE,0.6337,Yes,9
0018-NYROU,0.6337,No,9
3420-ZDBMA,0.6334,No,9
7315-WYOAW,0.633,No,9
8445-DNBAE,0.6329,No,9
0928-JMXNP,0.6328,No,9
3370-HXOPH,0.6319,No,9
8844-TONUD,0.6318,Yes,9
6101-IMRMM,0.6315,Yes,9
3346-BRMIS,0.6311,Yes,9
3254-YRILK,0.6309,Yes,9
4512-ZUIYL,0.6308,Yes,9
6166-ILMNY,0.6308,Yes,9
4629-NRXKX,0.6301,Yes,9
8875-AKBYH,0.6299,No,9
8397-MVTAZ,0.6294,Yes,9
6959-UWKHF,0.6291,Yes,9
3966-HRMZA,0.629,No,9
2058-DCJBE,0.6286,Yes,9
6047-YHPVI,0.6286,Yes,9
9874-QLCLH,0.6282,Yes,9
7495-OOKFY,0.6278,Yes,9
0420-HLGXF,0.6277,No,9
5649-ANRML,0.6275,Yes,9
3538-WZPHD,0.6273,Yes,9
7379-POKDZ,0.6272,Yes,9
2568-BRGYX,0.6272,Yes,9
3904-UKFRE,0.6271,No,9
8676-TRMJS,0.6269,Yes,9
7598-UAASY,0.6268,Yes,9
2800-VEQXM,0.6265,No,9
7142-HVGBG,0.6262,Yes,9
8413-VONUO,0.6261,Yes,9
3934-HXCFZ,0.6258,Yes,9
8868-WOZGU,0.6258,Yes,9
5047-LHVLY,0.6256,Yes,9
0925-VYDLG,0.6256,Yes,9
2845-HSJCY,0.6247,Yes,9
0432-CAJZV,0.6242,No,9
8922-LIEGH,0.624,Yes,9
3249-ZPQRG,0.6239,Yes,9
8705-WZCYL,0.6238,No,9
4373-VVHQL,0.6238,No,9
5655-JSMZM,0.6237,Yes,9
8417-FMLZI,0.6235,Yes,9
1028-FFNJK,0.6232,No,9
0875-CABNR,0.6231,Yes,9
3070-DVEYC,0.6228,Yes,9
4919-IKATY,0.6227,Yes,9
8374-XGEJJ,0.6224,Yes,9
4317-VTEOA,0.622,Yes,9
0345-HKJVM,0.6219,Yes,9
6100-QQHEB,0.6216,Yes,9
8225-BTJAU,0.6212,Yes,9
5609-CEBID,0.6197,Yes,9
9367-WXLCH,0.6193,Yes,9
5712-PTIWW,0.619,Yes,9
1077-HUUJM,0.6188,No,9
7363-QTBIW,0.6185,No,9
0872-NXJYS,0.6185,Yes,9
2608-BHKFN,0.618,Yes,9
2688-BHGOG,0.618,No,9
7825-GKXMW,0.6175,Yes,9
6127-IYJOZ,0.6173,No,9
4855-SNKMY,0.6169,Yes,9
8290-YWKHZ,0.6165,Yes,9
4137-BTIKL,0.6164,No,9
6543-XRMYR,0.6155,Yes,9
4598-XLKNJ,0.6153,Yes,9
2575-GFSOE,0.6152,Yes,9
7240-ETPTR,0.6149,Yes,9
9058-CBREO,0.6149,Yes,9
6005-OBZPH,0.6143,Yes,9
1867-BDVFH,0.6141,Yes,9
4315-MURBD,0.614,Yes,9
2357-COQEK,0.6139,Yes,9
1602-IJQQE,0.6135,Yes,9
8325-QRPZR,0.6135,No,9
4854-CIDCF,0.6135,No,9
1612-EOHDH,0.6134,Yes,9
5931-FLJJF,0.6132,Yes,9
4301-VVZKA,0.6127,No,9
9912-GVSEQ,0.6126,Yes,9
4009-ALQFH,0.6126,Yes,9
9136-ALYBR,0.6119,Yes,9
8111-SLLHI,0.6117,Yes,9
6993-OHLXR,0.6117,Yes,9
5442-BHQNG,0.6117,No,9
7480-QNVZJ,0.6117,Yes,9
7538-GWHML,0.6117,Yes,9
7892-POOKP,0.6116,Yes,9
3001-CBHLQ,0.6112,Yes,9
9565-DJPIB,0.6112,Yes,9
1689-YQBYY,0.6111,No,9
6331-EWIEB,0.611,Yes,9
5366-IJEQJ,0.611,Yes,9
2568-OIADY,0.6109,Yes,9
1666-JXLKU,0.6109,No,9
6899-PPEEA,0.61,Yes,9
9250-WYPLL,0.6098,Yes,9
6198-ZFIOJ,0.6098,No,9
6519-CFDBX,0.6088,No,9
0411-EZJZE,0.6087,No,9
3627-FHKBK,0.6086,Yes,9
4369-HTUIF,0.6086,Yes,9
6680-WKXRZ,0.6082,Yes,9
0168-XZKBB,0.6081,No,9
7831-QGOXH,0.6081,Yes,9
5600-KTXFM,0.6068,No,9
7394-FKDNK,0.6067,Yes,9
5399-ZIMKF,0.6063,No,9
2439-LYPMQ,0.6061,No,9
4636-QRJKY,0.6058,Yes,9
8687-BAFGU,0.6058,No,9
1379-FRVEB,0.6057,No,9
6818-DJXAA,0.6053,No,9
1583-IHQZE,0.6052,Yes,9
8617-ENBDS,0.6051,No,9
0876-WDUUZ,0.6048,Yes,9
4201-JMNGR,0.6045,Yes,9
7321-PKUYW,0.6044,Yes,9
9647-ERGBE,0.6041,Yes,9
6400-BWQKW,0.6039,Yes,9
7517-LDMPS,0.6037,No,9
3957-LXOLK,0.6025,Yes,9
1508-DFXCU,0.6024,No,9
7426-RHZGU,0.6023,No,9
8120-JDCAM,0.6022,No,9
2959-FENLU,0.6016,No,9
0302-JOIVN,0.6014,Yes,9
7326-RIGQZ,0.6014,No,9
4277-PVRAN,0.6005,Yes,9
6496-JDSSB,0.6005,No,9
7359-PTSXY,0.6,Yes,9
0480-BIXDE,0.5998,No,9
3916-NRPAP,0.5998,No,9
8064-RAVOH,0.5995,No,9
3703-VAVCL,0.5991,Yes,9
0023-XUOPT,0.5985,Yes,9
6000-APYLU,0.5983,Yes,9
0749-IRGQE,0.5983,No,9
4361-JEIVL,0.5977,Yes,9
2809-ZMYOQ,0.5967,No,9
0939-YAPAF,0.5967,Yes,9
9402-ORRAH,0.5967,No,9
6116-RFVHN,0.5967,No,9
1254-IZEYF,0.5964,Yes,9
3453-RTHJQ,0.5959,No,9
1963-SVUCV,0.5958,Yes,9
5552-ZNFSJ,0.5958,Yes,9
1475-VWVDO,0.5958,No,9
5244-IRFIH,0.5956,Yes,9
1522-VVDMG,0.5955,Yes,9
3329-WDIOK,0.5955,Yes,9
6689-TCZHQ,0.5954,Yes,9
8337-MSSXB,0.5954,Yes,9
4029-HPFVY,0.5954,No,9
5167-GBFRE,0.5951,Yes,9
9600-NAXZN,0.5946,Yes,9
2468-SJFLM,0.5944,No,9
4299-SIMNS,0.5938,No,9
7145-FEJWU,0.5936,No,9
2107-FBPTK,0.593,No,9
4195-NZGTA,0.5928,No,9
9227-LUNBG,0.5928,Yes,9
6048-QBXKL,0.5928,No,9
7137-RYLPP,0.5927,Yes,9
1016-DJTSV,0.5925,No,9
3999-QGRJH,0.5925,Yes,9
1196-AMORA,0.5922,Yes,9
4291-SHSBH,0.5922,No,9
5027-QPKTE,0.5922,Yes,9
4983-CCWMC,0.5917,No,9
3427-GGZZI,0.5913,No,9
2962-XPMCQ,0.5911,Yes,9
8481-YYXWG,0.5909,Yes,9
1771-OADNZ,0.5909,Yes,9
9851-QXEEQ,0.5908,Yes,9
7786-WBJYI,0.5907,Yes,9
4817-VYYWS,0.5903,Yes,9
3797-FKOGQ,0.5901,No,9
9102-IAYHT,0.5898,Yes,9
3488-PGMQJ,0.5898,Yes,9
1104-TNLZA,0.5893,No,9
6583-KQJLK,0.5892,No,9
3629-ZNKXA,0.5891,No,9
3334-CTHOL,0.5891,Yes,9
6705-LXORM,0.5887,No,9
5842-POCOP,0.5881,Yes,9
3717-OEAUQ,0.588,No,9
9992-RRAMN,0.588,Yes,9
0224-RLWWD,0.5877,No,9
2034-CGRHZ,0.5876,Yes,9
5729-KLZAR,0.5872,Yes,9
6923-JHPMP,0.587,No,9
3050-GBUSH,0.5867,No,9
7537-RBWEA,0.5854,No,9
4367-NHWMM,0.5854,No,9
6032-IGALN,0.5854,Yes,9
1918-ZBFQJ,0.5852,Yes,9
5339-PXDVH,0.5851,No,9
2057-ZBLPD,0.585,Yes,9
4193-ORFCL,0.5846,Yes,9
5701-YVSVF,0.5843,No,9
8035-PWSEV,0.5842,No,9
4822-YCXMX,0.5842,Yes,9
5091-HFAZW,0.584,No,9
5028-GZLDO,0.5839,Yes,9
6918-UMQCG,0.5839,No,9
0727-IWKVK,0.5827,Yes,9
8637-XJIVR,0.5826,Yes,9
9851-KIELU,0.5826,Yes,9
8104-OSKWT,0.5826,No,9
2951-QOQTK,0.5822,Yes,9
8118-TJAFG,0.5821,No,9
0447-RXSGD,0.5816,No,9
2080-CAZNM,0.5815,No,9
5628-FCGYG,0.5812,No,9
2038-OEQZH,0.5811,No,9
2397-BRLOM,0.5808,Yes,9
0928-XUTSN,0.5807,No,9
9391-EOYLI,0.5801,Yes,9
7442-YGZFK,0.5789,No,9
2665-NPTGL,0.5788,No,9
1907-UBQFC,0.5788,Yes,9
1212-GLHMD,0.5787,No,9
1723-HKXJQ,0.5787,Yes,9
8276-MQBYC,0.5786,Yes,9
8280-MQRQN,0.5784,Yes,9
2079-FBMZK,0.5784,Yes,9
9191-MYQKX,0.5782,Yes,9
0958-YHXGP,0.5782,No,9
4910-AQFFX,0.5781,Yes,9
4547-KQRTM,0.5778,Yes,9
4817-QRJSX,0.5778,Yes,9
0940-OUQEC,0.5775,Yes,9
8650-RHRKE,0.5773,Yes,9
5380-WJKOV,0.5771,Yes,9
5747-PMBSQ,0.5771,Yes,9
8818-DOPVL,0.577,No,9
9279-CJEOJ,0.5766,No,9
3926-CUQZX,0.5761,Yes,9
5405-ZMYXQ,0.5758,No,9
0434-CSFON,0.5756,No,9
2398-YPMUR,0.5752,Yes,9
4441-NIHPT,0.5752,Yes,9
0125-LZQXK,0.575,Yes,9
2114-MGINA,0.5748,Yes,9
4074-SJFFA,0.5747,Yes,9
4289-DTDKW,0.5747,Yes,9
5605-IYGFG,0.5745,No,9
5044-LRQAQ,0.5745,No,9
8063-GBATB,0.5742,Yes,9
2685-SREOM,0.5741,Yes,9
8999-BOHSE,0.5739,Yes,9
3891-PUQOD,0.5739,Yes,9
6907-FLBER,0.5736,No,9
5599-HVLTW,0.5736,No,9
6986-IXNDM,0.5736,No,9
6646-VRFOL,0.5729,Yes,9
0952-KMEEH,0.5726,Yes,9
2408-WITXK,0.5725,Yes,9
3384-CTMSF,0.5722,No,9
0895-DQHEW,0.5722,Yes,9
2754-XBHTB,0.5721,Yes,9
7901-TBKJX,0.5717,No,9
5692-ICXLW,0.5715,No,9
0576-WNXXC,0.5714,Yes,9
9638-JIQYA,0.5711,No,9
4423-YLHDV,0.5709,Yes,9
4662-EKDPQ,0.5704,Yes,9
4816-JBHOV,0.5698,Yes,9
9743-DQKQW,0.5698,No,9
3754-DXMRT,0.5698,Yes,9
6110-OHIHY,0.5697,Yes,9
4929-BSTRX,0.5695,Yes,9
3518-PZXZQ,0.5695,No,9
4283-FUTGF,0.5695,Yes,9
4847-QNOKA,0.5695,Yes,9
2984-AFWNC,0.5694,No,9
6366-ZGQGL,0.5693,Yes,9
7278-CKDNC,0.5691,No,9
8429-XIBUM,0.569,Yes,9
8720-RQSBJ,0.569,No,9
6379-RXJRQ,0.5689,Yes,9
2482-CZGBB,0.5689,Yes,9
6339-YPSAH,0.5689,No,9
5976-JCJRH,0.5689,Yes,9
8270-RKSAP,0.5689,No,9
0388-EOPEX,0.5686,Yes,9
0196-JTUQI,0.5686,No,9
7065-YUNRY,0.5681,Yes,9
2275-RBYQS,0.5681,No,9
5692-FPTAH,0.5681,Yes,9
3751-KTZEL,0.5677,Yes,9
4039-HEUNW,0.5677,Yes,9
6518-LGAOV,0.5675,Yes,9
9494-MRNYX,0.5675,No,9
9090-SGQXL,0.5671,Yes,9
0529-ONKER,0.567,Yes,9
6347-DCUIK,0.567,Yes,9
6267-DCFFZ,0.5669,No,9
5117-IFGPS,0.5668,No,9
9054-FOWNV,0.5668,No,9
4325-NFSKC,0.5661,Yes,9
4686-UXDML,0.566,No,9
8621-MNIHH,0.566,Yes,9
3413-BMNZE,0.5659,No,9
1636-NTNCO,0.5659,No,9
4803-AXVYP,0.5658,Yes,9
0147-ESWWR,0.5658,No,9
3799-ISUZQ,0.5657,Yes,9
1251-KRREG,0.5653,Yes,9
4184-TJFAN,0.5652,Yes,9
5980-NOPLP,0.5643,Yes,9
5940-NFXKV,0.5642,Yes,9
4729-XKASR,0.5642,Yes,9
8519-IMDHU,0.5642,Yes,9
2656-FMOKZ,0.564,Yes,9
7802-EFKNY,0.5635,Yes,9
8266-VBFQL,0.5633,No,9
4749-VFKVB,0.5631,Yes,9
9658-WYUFB,0.5627,Yes,9
3951-NJCVI,0.5624,No,9
9625-QSTYE,0.5622,Yes,9
4351-QLCSU,0.5621,Yes,9
2800-QQUSO,0.5618,No,9
1792-UXAFY,0.5618,Yes,9
3223-WZWJM,0.5617,Yes,9
3908-BLSYF,0.5613,Yes,9
1268-ASBGA,0.5612,Yes,9
7534-BFESC,0.5612,Yes,9
3318-OSATS,0.5606,Yes,9
9643-AVVWI,0.5605,No,9
5652-MSDEY,0.5605,No,9
6030-REHUX,0.5604,No,9
7056-IMHCC,0.5602,Yes,9
5228-EXCET,0.5599,Yes,9
2080-GKCWQ,0.5594,No,9
9692-TUSXH,0.5593,Yes,9
3317-VLGQT,0.559,No,9
6260-ONULR,0.559,No,9
7861-UVUFT,0.5587,Yes,9
9121-PHQSR,0.5587,No,9
5233-GEEAX,0.5583,Yes,9
3744-ZRRDZ,0.558,Yes,9
3223-DWFIO,0.5577,No,9
2722-JMONI,0.5577,Yes,9
3737-GCSPV,0.5573,Yes,9
5934-RMPOV,0.5571,No,9
3588-WSTTJ,0.557,No,9
5288-AHOUP,0.557,No,9
5219-YIPTK,0.557,Yes,9
6692-UDPJC,0.5567,Yes,9
4631-OACRM,0.5561,Yes,9
5868-CZJDR,0.5558,Yes,9
5385-SUIRI,0.5558,Yes,9
9801-GDWGV,0.5556,Yes,9
9133-AYJZG,0.5555,No,9
8212-DJRCH,0.5555,No,9
9773-PEQBZ,0.5551,No,9
3671-SHRSP,0.555,Yes,9
0946-CLJTI,0.5546,Yes,9
4237-RLAQD,0.5542,Yes,9
0887-HJGAR,0.5542,Yes,9
5133-POWUA,0.5542,No,9
9117-SHLZX,0.5542,Yes,9
0337-CNPZE,0.554,Yes,9
8709-KRDVL,0.554,No,9
6982-UQZLY,0.5538,Yes,9
6629-CZTTH,0.5538,Yes,9
1597-LHYNC,0.5532,Yes,9
3374-LXDEV,0.5531,Yes,9
0027-KWYKW,0.5529,No,9
9661-ACXBS,0.5526,Yes,9
2506-CLAKW,0.5525,Yes,9
0886-QGENL,0.5521,Yes,9
6376-GAHQE,0.552,Yes,9
4062-HBMOS,0.552,No,9
3565-UNOCC,0.5518,Yes,9
9606-PBKBQ,0.5517,Yes,9
3672-YITQD,0.5517,Yes,9
6242-MBHPK,0.5517,No,9
6212-ATMLK,0.5517,No,9
7748-UMTRK,0.5515,No,9
6645-MXQJT,0.5514,No,9
2386-LAHRK,0.5513,Yes,9
0115-TFERT,0.5512,Yes,9
4550-VBOFE,0.5506,Yes,9
8224-DWCKX,0.5505,No,9
8433-WXGNA,0.5504,Yes,9
3566-HJGPK,0.5499,No,9
1406-PUQVY,0.5496,No,9
2832-KJCRD,0.5495,No,9
2786-GCDPI,0.5493,No,9
9588-OZDMQ,0.5488,No,9
0330-IVZHA,0.5486,Yes,9
5216-WASFJ,0.5486,No,9
9389-ACWBI,0.5485,No,9
1112-CUNAO,0.5485,Yes,9
5183-SNMJQ,0.548,No,9
6352-TWCAU,0.5476,Yes,9
8017-LXHFA,0.5474,Yes,9
8180-AKMJV,0.5472,No,9
4223-WOZCM,0.5472,No,9
8854-CCVSQ,0.5471,Yes,9
7206-PQBBZ,0.547,No,9
4572-DVCGN,0.5469,Yes,9
2018-PZKMU,0.5466,No,9
4128-ETESU,0.5466,No,9
6178-KFNHS,0.5464,Yes,9
4391-RESHN,0.546,Yes,9
9889-TMAHG,0.5459,Yes,9
8784-CGILN,0.5458,Yes,9
2774-LVQUS,0.5449,Yes,9
5959-BELXA,0.5447,Yes,9
2103-ZRXFN,0.5445,No,9
6298-QDFNH,0.5441,Yes,9
5364-EVNIB,0.544,Yes,9
5989-PGKJB,0.5438,No,9
5908-QMGOE,0.5434,Yes,9
9168-INPSZ,0.5434,No,9
6595-COKXZ,0.5433,Yes,9
2325-NBPZG,0.5433,No,9
6651-AZVTJ,0.5427,Yes,9
1891-UAWWU,0.5425,Yes,9
6142-VSJQO,0.5424,Yes,9
4959-JOSRX,0.542,Yes,9
2209-XADXF,0.542,No,9
0674-DGMAQ,0.5419,No,9
4505-EXZHB,0.5419,Yes,9
6712-OAWRH,0.5419,Yes,9
7410-YTJIK,0.5418,Yes,9
4480-QQRHC,0.5417,No,9
3143-JQEGI,0.5415,Yes,9
4484-GLZOU,0.5412,Yes,9
8182-BJDSI,0.5412,Yes,9
5968-VXZLG,0.5412,No,9
0581-BXBUB,0.5408,No,9
5129-JLPIS,0.5407,No,9
2359-KMGLI,0.5402,Yes,9
8128-YVJRG,0.5402,Yes,9
2592-SEIFQ,0.5401,Yes,9
0923-PNFUB,0.54,Yes,9
7714-YXSMB,0.5393,No,9
0378-TOVMS,0.5391,Yes,9
8903-XEBGX,0.5391,No,9
0620-DLSLK,0.5391,No,9
6542-LWGXJ,0.539,No,9
6158-HDPXZ,0.5384,No,9
3439-GVUSX,0.5384,No,9
1766-GKNMI,0.5378,No,9
4816-LXZYW,0.5371,Yes,9
3278-FSIXX,0.537,No,9
9506-UXUSK,0.5366,No,9
6402-ZFPPI,0.5365,Yes,9
2792-LSHWX,0.5361,No,9
4815-GBTCD,0.5361,No,9
8436-BJUMM,0.5361,Yes,9
5261-QSHQM,0.5361,Yes,9
5028-HTLJB,0.5359,Yes,9
2038-LLMLM,0.5359,No,9
4716-HHKQH,0.5355,No,9
4763-PGDPO,0.5354,Yes,9
4659-NZRUF,0.5354,Yes,9
3914-FDRHP,0.5353,No,9
5947-SGKCL,0.5349,No,9
3336-JORSO,0.5342,Yes,9
1589-AGTLK,0.5342,Yes,9
0225-ZORZP,0.5339,No,9
7072-MBHEV,0.5339,No,9
6198-RTPMF,0.5339,No,9
7703-ZEKEF,0.5336,Yes,9
2344-JMOGN,0.5334,Yes,9
8063-RJYNF,0.5334,Yes,9
8393-DLHGA,0.5333,Yes,9
5365-LLFYV,0.5331,No,9
1264-BYWMS,0.533,Yes,9
1513-XNPPH,0.5329,Yes,9
5630-IXDXV,0.5327,No,9
7825-ECJRF,0.5325,Yes,9
7881-EVUAD,0.5325,Yes,9
8665-UTDHZ,0.5322,Yes,9
0818-OCPZO,0.5322,Yes,9
6330-JKLPC,0.5322,Yes,9
3858-VOBET,0.5321,Yes,9
6907-NZZIJ,0.5317,Yes,9
9961-JBNMK,0.5313,Yes,9
3365-SAIGS,0.5312,No,9
1658-TJVOA,0.531,No,9
4236-UJPWO,0.531,No,9
4385-GZQXV,0.5309,Yes,9
9885-AIBVB,0.5305,No,9
3496-LFSZU,0.5303,No,9
9560-ARGQJ,0.5301,Yes,9
1845-ZLLIG,0.5301,No,9
4902-OHLSK,0.5294,Yes,9
8950-MTZNV,0.5293,No,9
5696-QURRL,0.5293,Yes,9
9601-BRXPO,0.5291,Yes,9
2460-NGXBJ,0.529,No,9
5204-QZXPU,0.529,Yes,9
2840-XANRC,0.5289,Yes,9
1469-LBJQJ,0.5288,No,9
0637-YLETY,0.5286,Yes,9
6204-IEUXJ,0.5285,Yes,9
4521-YEEHE,0.5274,No,9
9415-DPEWS,0.5274,Yes,9
5019-GQVCR,0.5272,No,9
3165-HDOEW,0.5269,Yes,9
1660-HSOOQ,0.5269,Yes,9
9058-MJLZC,0.5266,No,9
5480-TBGPH,0.5266,Yes,9
0148-DCDOS,0.526,Yes,9
5087-SUURX,0.5259,Yes,9
6650-VJONK,0.5257,No,9
3961-SXAXY,0.5257,No,9
1641-RQDAY,0.5255,No,9
2041-JIJCI,0.5251,No,9
7240-FQLHE,0.5251,Yes,9
8710-YGLWG,0.5249,No,9
0524-IAVZO,0.5249,Yes,9
7663-RGWBC,0.5249,Yes,9
0082-LDZUE,0.5249,No,9
0258-NOKBL,0.5246,No,9
0491-KAPQG,0.5245,No,9
5857-TYBCJ,0.5242,No,9
9490-DFPMD,0.5241,Yes,9
2626-URJFX,0.5241,Yes,9
6833-JMZYP,0.524,No,9
3211-AAPKX,0.5239,No,9
6507-ZJSUR,0.5238,No,9
1478-VPOAD,0.5236,No,9
2933-FILNV,0.5236,Yes,9
4587-NUKOX,0.5233,Yes,9
7928-VJYAB,0.5231,No,9
6175-IRFIT,0.523,No,9
5914-DVBWJ,0.523,Yes,9
9763-PDTKK,0.523,Yes,9
2362-IBOOY,0.5226,Yes,9
0362-ZBZWJ,0.5226,Yes,9
4412-YLTKF,0.5225,Yes,9
6689-KXGBO,0.5225,Yes,9
5364-XYIRR,0.5223,Yes,9
9947-OTFQU,0.5223,Yes,9
8364-TRMMK,0.5221,Yes,9
5515-AKOAJ,0.522,Yes,9
5879-SESNB,0.5219,No,9
4077-CROMM,0.5208,Yes,9
0396-YCHWO,0.5205,No,9
1226-IENZN,0.5205,No,9
6583-QGCSI,0.5201,Yes,9
5889-JTMUL,0.5201,Yes,9
6559-PDZLR,0.52,No,9
2504-DSHIH,0.52,No,9
3669-LVWZB,0.52,Yes,9
4208-UFFGW,0.5197,Yes,9
3550-SAHFP,0.5195,Yes,9
3640-PHQXK,0.5195,Yes,9
2582-FFFZR,0.5193,No,9
9903-LYSAB,0.5192,No,9
4919-MOAVT,0.518,Yes,9
4373-MAVJG,0.518,Yes,9
7250-EQKIY,0.5178,Yes,9
9214-EKVXR,0.5175,No,9
2903-YYTBW,0.5173,No,9
6317-YPKDH,0.5172,Yes,9
3884-HCSWG,0.5172,Yes,9
4124-MMETB,0.5169,Yes,9
2969-QWUBZ,0.5169,No,9
0988-JRWWP,0.5167,No,9
7279-BUYWN,0.5165,Yes,9
7801-KICAO,0.5161,No,9
1428-GTBJJ,0.5159,Yes,9
4690-PKDQG,0.5157,No,9
4446-BZKHU,0.5156,Yes,8
6876-ADESB,0.5154,Yes,8
1989-PRJHP,0.5152,Yes,8
9796-BPKIW,0.5151,No,8
4537-DKTAL,0.5151,No,8
2232-DMLXU,0.5149,Yes,8
7270-BDIOA,0.5149,Yes,8
5899-MQZZL,0.5146,Yes,8
6103-BOCOU,0.5146,No,8
0601-WZHJF,0.5142,Yes,8
1624-WOIWJ,0.5141,Yes,8
0376-YMCJC,0.5141,Yes,8
2082-OJVTK,0.514,Yes,8
3658-KIBGF,0.514,Yes,8
3097-NNSPB,0.5139,Yes,8
8878-HMWBV,0.5134,Yes,8
2697-NQBPF,0.513,No,8
4536-PLEQY,0.5129,No,8
3990-QYKBE,0.5127,Yes,8
8993-PHFWD,0.5125,Yes,8
5569-OUICF,0.5123,Yes,8
3644-QXEHN,0.5122,No,8
2675-DHUTR,0.5115,No,8
8008-HAWED,0.5114,Yes,8
2842-JTCCU,0.5114,Yes,8
8012-SOUDQ,0.5111,No,8
8260-NGFNY,0.5108,Yes,8
9895-VFOXH,0.5108,No,8
7841-TZDMQ,0.5105,Yes,8
0265-EDXBD,0.5104,Yes,8
8949-JTMAY,0.5104,Yes,8
8695-ARGXZ,0.5104,No,8
9172-JITSM,0.5098,Yes,8
9190-MFJLN,0.5095,Yes,8
9508-ILZDG,0.5092,No,8
2528-HFYZX,0.5089,Yes,8
